"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"R2,R1,R3,R4";"R_0805_2012Metric";4;"R";;;
2;"Q2";"SOT-23";1;"BC817";;;
3;"D2";"LED_0805_2012Metric";1;"LED RED 3mm";;;
4;"D1";"D_SOD-123";1;"1N4007";;;
5;"U1";"DIP-4_W7.62mm";1;"PC817";;;
6;"J1";"PinHeader_1x03_P2.54mm_Vertical";1;"Conn_01x02_Pin";;;
7;"K1";"Relay_SPDT_Omron-G5LE-1";1;"Relay_SPDT";;;
8;"J2";"TerminalBlock_Phoenix_MKDS-1,5-3-5.08_1x03_P5.08mm_Horizontal";1;"Conn_01x03_Pin";;;
